run_id,scenario_id,repetition,seed,controller_mode,route,lighting,static_position,moving_speed_mps,duration_s,completed,lane_following_success,within_lane_fraction,mean_lane_error_m,max_lane_error_m,collision_count,min_static_clearance_m,min_moving_clearance_m,checkpoints_passed,failure_reason
moving_015_r02_s10002,moving_015,2,10002,vision,full,nominal,center,0.150,58.464,1,1,1.000000,0.032542,0.057119,0,13.213465,0.133136,3,
moving_015_r03_s10003,moving_015,3,10003,vision,full,nominal,center,0.150,58.464,1,1,1.000000,0.032542,0.057119,0,13.213465,0.133136,3,
moving_015_r04_s10004,moving_015,4,10004,vision,full,nominal,center,0.150,58.464,1,1,1.000000,0.032542,0.057119,0,13.213465,0.133136,3,
moving_015_r05_s10005,moving_015,5,10005,vision,full,nominal,center,0.150,58.464,1,1,1.000000,0.032542,0.057119,0,13.213465,0.133136,3,
moving_015_r06_s10006,moving_015,6,10006,vision,full,nominal,center,0.150,58.464,1,1,1.000000,0.032542,0.057119,0,13.213465,0.133136,3,
moving_015_r07_s10007,moving_015,7,10007,vision,full,nominal,center,0.150,58.464,1,1,1.000000,0.032542,0.057119,0,13.213465,0.133136,3,
moving_015_r08_s10008,moving_015,8,10008,vision,full,nominal,center,0.150,58.464,1,1,1.000000,0.032542,0.057119,0,13.213465,0.133136,3,
moving_015_r09_s10009,moving_015,9,10009,vision,full,nominal,center,0.150,58.464,1,1,1.000000,0.032542,0.057119,0,13.213465,0.133136,3,
moving_015_r10_s10010,moving_015,10,10010,vision,full,nominal,center,0.150,58.464,1,1,1.000000,0.032542,0.057119,0,13.213465,0.133136,3,
moving_020_r01_s10001,moving_020,1,10001,vision,full,nominal,center,0.200,58.240,1,1,1.000000,0.032449,0.057119,0,13.213465,0.140799,3,
moving_020_r02_s10002,moving_020,2,10002,vision,full,nominal,center,0.200,58.240,1,1,1.000000,0.032449,0.057119,0,13.213465,0.140799,3,
moving_020_r03_s10003,moving_020,3,10003,vision,full,nominal,center,0.200,58.240,1,1,1.000000,0.032449,0.057119,0,13.213465,0.140799,3,
moving_020_r04_s10004,moving_020,4,10004,vision,full,nominal,center,0.200,58.240,1,1,1.000000,0.032449,0.057119,0,13.213465,0.140799,3,
moving_020_r05_s10005,moving_020,5,10005,vision,full,nominal,center,0.200,58.240,1,1,1.000000,0.032449,0.057119,0,13.213465,0.140799,3,
moving_020_r06_s10006,moving_020,6,10006,vision,full,nominal,center,0.200,58.240,1,1,1.000000,0.032449,0.057119,0,13.213465,0.140799,3,
moving_020_r07_s10007,moving_020,7,10007,vision,full,nominal,center,0.200,58.240,1,1,1.000000,0.032449,0.057119,0,13.213465,0.140799,3,
moving_020_r08_s10008,moving_020,8,10008,vision,full,nominal,center,0.200,58.240,1,1,1.000000,0.032449,0.057119,0,13.213465,0.140799,3,
moving_020_r09_s10009,moving_020,9,10009,vision,full,nominal,center,0.200,58.240,1,1,1.000000,0.032449,0.057119,0,13.213465,0.140799,3,
moving_020_r10_s10010,moving_020,10,10010,vision,full,nominal,center,0.200,58.240,1,1,1.000000,0.032449,0.057119,0,13.213465,0.140799,3,
